,station_id,name,lat,lon
356,7388.0,Broadview Ave / Danforth Ave,43.6772,-79.35858
357,7389.0,College Park- Gerrard Entrance,43.658938,-79.383518
358,7391.0,Yonge St / Dundas Sq,43.655766,-79.3802
359,7392.0,Woodbine Subway Green P SMART,43.686829,-79.311073
360,7395.0,Dentonia Park,43.694341,-79.291416
361,7398.0,York St / Harbour St,43.64116,-79.37979
362,7399.0,Lower Jarvis / Queens Quay E,43.64422,-79.36927
363,7400.0,Polson Pier,43.641675,-79.354006
364,7402.0,Wellington St W / Bathurst St - SMART,43.6426245,-79.4024594
365,7403.0,Lascelles Blvd / Eglinton Ave W - SMART,43.70547,-79.40355
366,7404.0,Roehampton Ave / Mount Pleasant Rd - SMART,43.70942,-79.39139
367,7406.0,Victoria St / Queen St E,43.65294,-79.3783
368,7407.0,University Ave / Queen St W,43.65158,-79.38655
369,7408.0,University Ave / Armoury St - SMART,43.65263,-79.38766
370,7409.0,Isabella St / Church St - SMART,43.66834,-79.38235
371,7410.0,Howard St / Rose Ave - SMART,43.671278,-79.372127
372,7411.0,Little Norway Park,43.635023,-79.399505
373,7412.0,King St W / Crawford St - SMART,43.6417852,-79.4131148
374,7413.0,Dundas St W / Watkinson Ave - SMART,43.66478,-79.45991
375,7414.0,Keele St / Annette St - SMART,43.66402,-79.46418
376,7415.0,Keele St / Vine Ave - SMART,43.66686,-79.46526
377,7416.0,Spadina Ave / Blue Jays Way,43.641705,-79.393295
378,7417.0,King St W / Jordan St,43.648928,-79.378623
379,7418.0,College Park - Yonge St Entrance,43.65988,-79.38279
380,7419.0,Bloor St W / Huron St,43.667023,-79.401805
381,7420.0,Barton St / Howland St - SMART,43.66842,-79.410585
382,7422.0,Tyndall Ave / King St W - SMART,43.638426,-79.429142
383,7423.0,Merton St / Al Green Ln - SMART,43.696479,-79.394855
384,7424.0,Merton St / Mount Pleasant Rd - SMART,43.697819,-79.38786
385,7425.0,The Queensway at South Kingsway - SMART,43.63632,-79.47307
386,7426.0,Fleet St / Garrison Rd (Fort York),43.636804,-79.408832
